Text	Screen Name	UTC	Client	Tweet Type	URLs	Hashtags	Mentions	Media Type
Nearly 8 in 10 uninsured Americans may be eligible for financial help. Check out your options: https://t.co/mJtVbt1ba5 #GetReadyGetCovered	BarackObama	2015-11-01T21:56:28.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/j9Qt 	1	0	
Open enrollment is back: https://t.co/DCGSKXPVzi #GetReadyGetCovered https://t.co/zACudz9e7c	BarackObama	2015-11-01T21:04:20.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/f9V9 	1	0	photo
"Post Halloween checklist:

Coffee: ✓
Brunch: ✓
Health insurance: https://t.co/vD8uoA1Qis
#GetReadyGetCovered"	BarackObama	2015-11-01T20:04:19.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/i9U1 	1	0	
The health care marketplace is open again. Check out your options now: https://t.co/osU8GUFSIu #GetCovered	BarackObama	2015-11-01T18:44:04.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/v4 	1	0	
Don't miss your chance to #GetCovered: https://t.co/pOS2uGg8f9 https://t.co/J24jqQZ2qm	BarackObama	2015-11-01T17:19:02.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/x1 	1	0	photo
Trick-or-treat? #HappyHalloween https://t.co/0T8yc2vYyk	BarackObama	2015-10-31T23:01:31.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	photo
Make sure you #GetCovered tomorrow—before you eat too much Halloween candy. https://t.co/h5gKMcxpS4	BarackObama	2015-10-31T21:56:27.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	photo
"Every year, we spend $80 billion in taxpayer dollars to keep people incarcerated." —President Obama https://t.co/uQZOaQtJUM	BarackObama	2015-10-31T18:27:27.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/i9U0 	0	0	
In the weekly address, President Obama calls for meaningful criminal justice reform: https://t.co/uQZOaQtJUM	BarackObama	2015-10-31T16:45:31.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/i9U0 	0	0	
Don't miss it. #GetCovered https://t.co/gMIOgP4ukJ	BarackObama	2015-10-30T22:42:56.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	photo
Watch as President Obama and @FLOTUS welcome children to trick-or-treat at the White House: https://t.co/SXmz119b8h https://t.co/EgX7iptsd3	BarackObama	2015-10-30T21:23:29.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/j9Qr 	0	1	photo
Passionate student organizers came together at @OFA's Campus Organizing Summit. Find out more: https://t.co/OZN4MovTxo	BarackObama	2015-10-30T19:40:38.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/g9Sa 	0	1	
DYK: Under #Obamacare, millions of young adults are able to remain on their parents' plans until they turn 26. https://t.co/KrkFcb9KsH	BarackObama	2015-10-30T17:37:20.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	animated_gif
"I applaud the Democrats and Republicans who came together this morning to pass a responsible, long-term budget agreement." —President Obama	BarackObama	2015-10-30T16:26:43.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		0	0	
Spread the word: There are nearly 10.5 million uninsured Americans who may be eligible to #GetCovered in 2016. https://t.co/2X9XiLsgVR	BarackObama	2015-10-29T21:45:32.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	photo
Read @ShaunOMB's op-ed on how science and data are helping the U.S. focus on the long-term costs of climate change: https://t.co/324sszQ7BZ	BarackObama	2015-10-29T19:49:48.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/h9cB 	0	1	
Big polluters and climate change deniers are standing in the way of progress—fight back: https://t.co/Suca7L4Qer https://t.co/UeLwhEwg4Q	BarackObama	2015-10-29T17:31:38.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/c5Fn 	0	0	photo
17.6 million Americans have gained coverage under #Obamacare—that’s a BFD. https://t.co/BrSkDAvLsn	BarackObama	2015-10-29T15:36:14.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	animated_gif
Don't let climate change deniers have the final say on the Clean Power Plan—show your support: https://t.co/WonJQaG13f #ActOnClimate	BarackObama	2015-10-28T22:00:12.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/a5K4 	1	0	
Open enrollment is right around the corner. #GetCovered https://t.co/PmRZg0SywP	BarackObama	2015-10-28T19:03:22.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	photo
If you want cleaner air and improved public health, add your name: https://t.co/7ke9LaRf8m #ActOnClimate https://t.co/ZsMTAf46Wz	BarackObama	2015-10-28T17:33:08.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/i9Tu 	1	0	photo
America's mayors are calling for Congress to #DoSomething about gun violence. https://t.co/tijFKUT4lI	BarackObama	2015-10-28T15:44:06.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/q9Ow 	1	0	
Retweet to spread the word. #GetCovered https://t.co/QiV7Qghp6G	BarackObama	2015-10-27T23:30:35.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	photo
LIVE: President Obama is speaking at the International Association of Chiefs of Police Conference and Exposition. https://t.co/969i88k6al	BarackObama	2015-10-27T19:16:30.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/e5Ep 	0	0	
At 3 p.m. ET, watch President Obama address the International Association of Chiefs of Police in Chicago: https://t.co/xI0ioAPPol	BarackObama	2015-10-27T18:06:13.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/p9aF 	0	0	
LIVE: President Obama is welcoming the @ussoccer_wnt to celebrate their World Cup victory. https://t.co/BEInPfugzi #SheBelieves	BarackObama	2015-10-27T15:27:07.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/h9c3 	1	1	
New federal limits on methane pollution will help make our air cleaner. Show your support: https://t.co/x1MOB932DC #ActOnClimate	BarackObama	2015-10-26T16:27:42.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/r9VT 	1	0	
"We've led by example, generating more clean energy and lowering our carbon emissions." —President Obama https://t.co/z03D6bfY5M	BarackObama	2015-10-24T17:58:21.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/r9VS 	0	0	
This is why the Clean Power Plan matters. #ActOnClimate https://t.co/XrqJz4p7EK	BarackObama	2015-10-23T15:30:25.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	photo
LIVE: President Obama is hosting a panel at the White House on criminal justice reform. https://t.co/mAtffm9LmG	BarackObama	2015-10-22T18:34:27.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/p9a8 	0	0	
Organizers in New Mexico are working to make sure people in their communities have affordable care. Read how: https://t.co/ImbJsmYtE6	BarackObama	2015-10-22T16:14:53.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/p9a5 	0	0	
LIVE: President Obama is in West Virginia hosting a community discussion on drug abuse. https://t.co/qmZGAfdf39	BarackObama	2015-10-21T18:45:52.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/h9bu 	0	0	
Tune in at 2:20 p.m. ET to watch President Obama host a community forum on drug abuse. https://t.co/LE1r2GrOF1	BarackObama	2015-10-21T17:44:50.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/q9Om 	0	0	
A new poll shows that a majority of Americans want common-sense laws on gun sales: https://t.co/0e2OTdy6EV #DoSomething	BarackObama	2015-10-20T21:20:46.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/q9Oi 	1	0	
Action on climate change can't wait—which is why the Clean Power Plan is so important. https://t.co/pOTxkVudYu	BarackObama	2015-10-20T19:04:33.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://www.snappytv.com/tc/724551 	0	0	
Eighty-one companies support a global agreement to #ActOnClimate: https://t.co/kPKOq6Iild	BarackObama	2015-10-20T14:58:25.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/j9QO 	1	0	
ICYMI: Yesterday marked the official adoption of the #IranDeal: https://t.co/n0gXndpLlt	BarackObama	2015-10-19T19:17:20.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/h9bk 	1	0	
Diali came to @OFA to develop her digital content production skills and continue a career in organizing. Read more: http://t.co/A7Hi4BWz6e	BarackObama	2015-10-19T17:37:47.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/r9V6 	0	1	
"The United States is home to 5% of the world’s population, but 25% of the world’s prisoners." —President Obama http://t.co/TIkMUi58f5	BarackObama	2015-10-17T18:01:56.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/j9Q5 	0	0	
In the weekly address, President Obama discusses the steps needed to fix our criminal justice system. http://t.co/TIkMUi58f5	BarackObama	2015-10-17T17:20:49.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/j9Q5 	0	0	
Retweet if you agree it's time to #ActOnClimate. http://t.co/ku22tRSWal	BarackObama	2015-10-16T21:22:15.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	photo
Coal mining companies are supporting an international deal to #ActOnClimate: http://t.co/dbGikYvJYF It's time for deniers to get on board.	BarackObama	2015-10-16T20:03:02.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/f9UT 	1	0	
Under the Obama administration, the deficit is down nearly 75 percent—the lowest it's been since 2007. http://t.co/3LCue7Fe7s	BarackObama	2015-10-16T18:02:18.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/p9Zf 	0	0	
Add your name to the thousands of people asking Congress to stand up and #DoSomething about gun violence: http://t.co/S2Y1Mk6iWK	BarackObama	2015-10-16T15:35:31.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/f9US 	1	0	
LIVE: President Obama is speaking at a celebration of Hispanic Heritage Month. http://t.co/E1PA8AZUDS	BarackObama	2015-10-15T20:46:16.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/b5LC 	0	0	
Tune in at 4:45 p.m. ET to watch President Obama speak at an event celebrating Hispanic Heritage Month. http://t.co/GXwTQgKqnG	BarackObama	2015-10-15T20:10:09.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/h9bA 	0	0	
See where your representatives stand on the basic science of climate change: http://t.co/ElYb0YIG73 #ActOnClimate	BarackObama	2015-10-15T19:09:08.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/p9ZY 	1	0	
Climate change denial is at a record low—just not in Congress. Read more: http://t.co/0sVnLm05NQ #ActOnClimate	BarackObama	2015-10-15T17:24:07.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/e5E8 	1	0	
Make your sweet tooth happy—it's #NationalDessertDay. http://t.co/L7GnDIUO3c	BarackObama	2015-10-14T22:41:29.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	photo
Hundreds of organizers recently gathered in New Mexico to celebrate progress on health care reform. Read more: http://t.co/k89X7zL294	BarackObama	2015-10-14T20:17:00.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/d5Ga 	0	0	
Another reason why it's so important to #ActOnClimate: http://t.co/XsCMTXEWdT	BarackObama	2015-10-14T16:59:12.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/g9Ri 	1	0	
Read why @GovEdRendell thinks #TPP will be good for manufacturing and boost products #MadeInAmerica: http://t.co/qJJO4ShVUs	BarackObama	2015-10-14T15:19:43.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/g9Re 	2	1	
Former Washington Governor Christine Gregoire on why the #TPP will help protect the environment: http://t.co/o6zeYoOKFp	BarackObama	2015-10-13T21:49:18.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/q9Nr 	1	0	
Expanding Medicaid isn't just practical—it's the right thing to do. http://t.co/RDg6nz8nnF #PeopleOverPolitics	BarackObama	2015-10-13T20:18:49.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/r9US 	1	0	
Repealing #Obamacare is still a bad idea. http://t.co/pBGjtIKc59	BarackObama	2015-10-13T17:30:42.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	photo
Keep the conversation on gun violence going until Congress will #DoSomething about it: http://t.co/A96eAymD37	BarackObama	2015-10-13T15:10:42.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/h9al 	1	0	
"Outdated trade rules put our workers at a disadvantage—and TPP will change that." —President Obama http://t.co/mrdFZvoETy #TPP	BarackObama	2015-10-10T18:30:49.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/e5DU 	1	0	
In the weekly address, President Obama discusses how the #TPP will put American workers first. http://t.co/mrdFZvoETy	BarackObama	2015-10-10T15:46:33.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/e5DU 	1	0	
Wind and solar energy are getting cheaper and cheaper—the #SwitchToClean energy is happening. http://t.co/nzigk15vXp	BarackObama	2015-10-09T17:01:56.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/b5KO 	1	0	
Add your name to the list of people asking Congress to #DoSomething about gun violence: http://t.co/Ff6P4JyV9Y	BarackObama	2015-10-08T22:22:07.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/j9P2 	1	0	
Check out how these @OFA volunteers are making a difference on gun violence in their community: http://t.co/0lAwbcKo7D #DoSomething	BarackObama	2015-10-08T19:06:31.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/j9P1 	1	1	
Retweet if you agree: It's time for Congress to put politics aside and #DoSomething about gun violence. http://t.co/TaInIBmrhG	BarackObama	2015-10-08T16:16:39.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	photo
Our thoughts and prayers are not enough. It's time for Congress to #DoSomething to prevent gun violence tragedies: http://t.co/TMWUhGgsXK	BarackObama	2015-10-08T14:22:22.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/a5Ia 	1	0	
"This will not change until the politics change." —President Obama on gun violence #DoSomething http://t.co/kqz7WIShnh	BarackObama	2015-10-07T21:43:03.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://www.snappytv.com/tc/870915 	1	0	
Take a look at some of the most important recent stories on gun violence prevention: http://t.co/02cXehbVvi #DoSomething	BarackObama	2015-10-07T20:28:34.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/i9S5 	1	0	
Add your name if you agree it's time for Congress to #DoSomething about gun violence in America. http://t.co/ttnwvksW10	BarackObama	2015-10-07T18:54:30.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/g9Qz 	1	0	
LIVE: President Obama is speaking at the @WhiteHouse Summit on Worker Voice. http://t.co/Fnr99d1D7q	BarackObama	2015-10-07T16:47:28.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/r9Tk 	0	1	
An @OFA volunteer reflects on the trainings she received—that helped her land her dream job. http://t.co/YABvrFllkR	BarackObama	2015-10-07T16:00:45.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/t9Of 	0	1	
Stand up for American workers—add your name if you agree it's time to #LeadOnTrade. http://t.co/YBluIYLipw	BarackObama	2015-10-06T18:42:52.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/e5D9 	1	0	
The #TPP establishes the highest labor standards of any trade agreement in history. http://t.co/3vqoancyYp	BarackObama	2015-10-06T17:25:53.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	photo
The more U.S. goods sold abroad, the more higher-paying jobs are supported at home—another reason to #LeadOnTrade: http://t.co/P2Gl6w6R1Z	BarackObama	2015-10-06T15:47:20.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/i9Ru 	1	0	
"I refuse to leave our children a planet that's beyond their capacity to repair." —President Obama #OurOcean2015 https://t.co/TfbkHQDDg0	BarackObama	2015-10-05T21:41:32.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	https://amp.twimg.com/v/6b853bbc-acb0-4cbf-a8f2-d375befed026 	1	0	
Add your name to support the most progressive trade deal in this nation's history: http://t.co/DPx1onQXmm #LeadOnTrade	BarackObama	2015-10-05T20:19:55.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/b5K0 	1	0	
Great news: President Obama just secured a trade deal that puts American workers first. http://t.co/lYI3qRClX6 #LeadOnTrade	BarackObama	2015-10-05T15:54:13.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/c5Dw 	1	0	
Twenty-three years and still going strong. Here's to many more. #HappyAnniversary http://t.co/EdEvqUF0s7	BarackObama	2015-10-03T20:01:29.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	photo
"Congress should do its job, stop kicking the can down the road, and pass a serious budget." —President Obama http://t.co/HsE9QjkfLD	BarackObama	2015-10-03T18:29:58.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/h9Zk 	0	0	
In the weekly address, President Obama urges Congress to pass a real budget. http://t.co/HsE9QjkfLD	BarackObama	2015-10-03T16:59:47.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/h9Zk 	0	0	
Private-sector jobs have grown for a record-breaking 67 straight months—but there's more to do.	BarackObama	2015-10-02T20:14:56.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		0	0	
More than 10,000 people die from gun violence in the U.S. each year—that can change. http://t.co/Oi80sA6qJD http://t.co/iguwO9P5dh	BarackObama	2015-10-02T17:26:12.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/r9TC https://twitter.com/zackbeauchamp/status/649727266835046400/photo/1 	0	0	
Our thoughts and prayers are not enough—it's time to take action. http://t.co/qfEm0j9r3V	BarackObama	2015-10-02T15:58:44.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		0	0	photo
Organizers across the country are working to prevent gun violence—state by state. Read more: http://t.co/DpnWBhEJcc	BarackObama	2015-10-01T15:24:49.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/t9Nx 	0	0	
LAST CALL: Enter for a chance to meet President Obama. http://t.co/0s2pXZGsI0 http://t.co/cbSaQVR4SO	BarackObama	2015-10-01T00:47:29.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/h9ZQ 	0	0	photo
DEADLINE: Tonight. Time to make your move—chip in now. http://t.co/AjKnE79V5V http://t.co/fwz6HYAmqw	BarackObama	2015-09-30T23:26:15.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/c5DW 	0	0	photo
This is your chance to meet President Obama. (No joke.) http://t.co/wrjKnubpxY http://t.co/EoSWsROzjY	BarackObama	2015-09-30T22:26:20.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/d5FJ 	0	0	photo
You and a guest could fly to D.C. and meet the President. Enter now for your chance: http://t.co/k3VB2JxQAg	BarackObama	2015-09-30T21:19:13.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/q9MR 	0	0	
Give this grassroots movement a lift—become a recurring donor today: http://t.co/90E4s8MZth http://t.co/fFsIi3uHLc	BarackObama	2015-09-30T19:45:41.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/f9Sd 	0	0	animated_gif
Enter before midnight and you—and your BFF—could meet the President this fall. http://t.co/XjtDaGWXno http://t.co/hRrMiIawHe	BarackObama	2015-09-30T18:40:58.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/i9RG 	0	0	photo
Better hurry—the deadline to show your support for this grassroots movement is tonight. http://t.co/n8C7rdD4s0 http://t.co/GHxzFc8rTC	BarackObama	2015-09-30T17:21:54.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/s9RJ 	0	0	photo
Want to hear that laugh in person? Throw your name in before tonight's deadline: http://t.co/XZkI1GSUg9 http://t.co/bgzegZCDDU	BarackObama	2015-09-30T16:18:21.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/b5JL 	0	0	photo
Enter now and you could meet President Obama in D.C. this fall: http://t.co/HDxcIuds0r	BarackObama	2015-09-30T15:07:57.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/q9ML 	0	0	
"Coffee: √
Fall sweater: √
Meeting the President: ?

Enter before #NationalCoffeeDay ends: http://t.co/S6F8APNINk http://t.co/6HdX6i20kg"	BarackObama	2015-09-29T22:00:15.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/r9Sm 	1	0	photo
Chip in to fight for real, lasting change: http://t.co/OKJKKxfDIi http://t.co/qq6zlVWWeG	BarackObama	2015-09-29T18:37:26.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/e5CJ 	0	0	photo
Give it your best shot—enter today for your chance to meet the President: http://t.co/jXBu09fx7F http://t.co/VRgaDL2FQu	BarackObama	2015-09-29T17:33:17.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/r9Sh 	0	0	photo
In an interview with @RollingStone, President Obama lays out why we need to #ActOnClimate before it's too late. http://t.co/gMyOuzHcNM	BarackObama	2015-09-29T15:13:12.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/q9MF 	1	1	
This movement started with grassroots supporters just like you. Help keep it going—chip in $5 or more today: http://t.co/L5qG329kPg	BarackObama	2015-09-28T21:03:26.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/p9Wz 	0	0	
Watch a #VICEonHBO clip about President Obama's historic visit to a federal prison: http://t.co/rn8up4iCE5	BarackObama	2015-09-28T19:13:17.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/g9Q1 	1	0	
Don't miss the chance to meet President Obama this fall—all you have to do is enter: http://t.co/5uTwJE8jiX	BarackObama	2015-09-28T16:47:45.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/c5D8 	0	0	
Want to be the one walking through that door? Enter the contest now: http://t.co/CZs9v11xTo http://t.co/ip7vt2AyhT	BarackObama	2015-09-27T16:45:31.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/i9Qv 	0	0	photo
Beat the buzzer—the big fundraising deadline is almost here. http://t.co/LwzgniHTi7 http://t.co/pBOUdYJsTH	BarackObama	2015-09-26T18:46:06.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/p9Wn 	0	0	photo
Time's running out—don't miss your chance to meet President Obama. http://t.co/ISoGPzOgjC http://t.co/35VNYcJ173	BarackObama	2015-09-26T15:09:08.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/t9NM 	0	0	animated_gif
Do you hear that? It's the sound of a big fundraising deadline. Chip in now: http://t.co/P2OKsoqauD http://t.co/HwLOkj1Yu7	BarackObama	2015-09-25T22:15:11.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/p9WZ 	0	0	animated_gif
Fall is here—and so is your chance to meet President Obama. Enter now: http://t.co/n4NbQGNFEY http://t.co/WcGg9JgUtI	BarackObama	2015-09-25T20:17:32.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/q9Lk 	0	0	photo
Walk the walk—support the team that's fighting for today's important issues. http://t.co/wbVIDVxuR3 http://t.co/l0L3qFHqHe	BarackObama	2015-09-25T17:33:36.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/t9N2 	0	0	photo
Climate change is an issue that cannot be left for future generations—and @pontifex agrees: http://t.co/f9HHt0iOJk #ActOnClimate	BarackObama	2015-09-25T15:39:12.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/a5HB 	1	1	
You could win a chance to meet President Obama. (Let that sink in.) Enter now: http://t.co/KSgSX9Q2oZ http://t.co/jmYatM9iHS	BarackObama	2015-09-24T22:02:58.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/i9Qe 	0	0	photo
Don't cruise past this fundraising deadline. Chip in now: http://t.co/JJdjpc5NsC http://t.co/Hcxby32bBv	BarackObama	2015-09-24T20:42:27.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/b5Ig 	0	0	photo
With less than a week left to avert a shutdown, Congress is wasting time trying to take away women's access to health care. #EnoughAlready	BarackObama	2015-09-24T19:30:29.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	
Change starts with people working together. Read how volunteers in Tucson are organizing to make change a reality: http://t.co/9DZsoYQhQX	BarackObama	2015-09-24T16:45:07.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/i9QZ 	0	0	
